4.000000000000000000e+02,9.064219867219910562e-03,4.112875612033190832e-03,0.000000000000000000e+00,8.095616429460578134e-02,0.000000000000000000e+00
4.010000000000000000e+02,1.328660381742730739e-02,7.246138278008238884e-03,0.000000000000000000e+00,1.061596186721986967e-01,0.000000000000000000e+00
4.020000000000000000e+02,1.507404078838175433e-02,8.524557078838181090e-03,0.000000000000000000e+00,1.169924302904564867e-01,0.000000000000000000e+00
4.030000000000000000e+02,1.594784331950208772e-02,8.939608452282163040e-03,0.000000000000000000e+00,1.174996298755186380e-01,0.000000000000000000e+00
4.040000000000000000e+02,1.777296904564318672e-02,9.632745398340261667e-03,0.000000000000000000e+00,1.083611929460578938e-01,0.000000000000000000e+00
4.050000000000000000e+02,1.956835724066388962e-02,1.007044824688797108e-02,0.000000000000000000e+00,9.683614807053952944e-02,0.000000000000000000e+00
4.060000000000000000e+02,2.038119578838173268e-02,9.624920269709548448e-03,0.000000000000000000e+00,9.076432464730292693e-02,0.000000000000000000e+00
4.070000000000000000e+02,2.141406711618255854e-02,9.431188885892111476e-03,0.000000000000000000e+00,9.002356215767631786e-02,0.000000000000000000e+00
4.080000000000000000e+02,2.388953950310566607e-02,1.048879956521743366e-02,0.000000000000000000e+00,9.784799627329222871e-02,0.000000000000000000e+00
4.090000000000000000e+02,2.500714070539417772e-02,1.168486609958506797e-02,0.000000000000000000e+00,1.067572854771784707e-01,0.000000000000000000e+00
4.100000000000000000e+02,2.257921887966803445e-02,1.237917933609958797e-02,0.000000000000000000e+00,1.118242174273859219e-01,0.000000000000000000e+00
4.110000000000000000e+02,2.142877037344398036e-02,1.331131390041498386e-02,0.000000000000000000e+00,1.127228224066389312e-01,0.000000000000000000e+00
4.120000000000000000e+02,2.125066275362318818e-02,1.479213768115940700e-02,0.000000000000000000e+00,1.081456782608696127e-01,0.000000000000000000e+00
4.130000000000000000e+02,2.107253705394190879e-02,1.618670761410789111e-02,0.000000000000000000e+00,1.017664784232364811e-01,0.000000000000000000e+00
4.140000000000000000e+02,2.089433128630705308e-02,1.717792846473029794e-02,0.000000000000000000e+00,9.544735688796673889e-02,0.000000000000000000e+00
4.150000000000000000e+02,2.071612551867220431e-02,1.782874844398339362e-02,0.000000000000000000e+00,9.082345435684652246e-02,0.000000000000000000e+00
4.160000000000000000e+02,2.053807066252588340e-02,1.800121132505176288e-02,0.000000000000000000e+00,8.938173304347826753e-02,0.000000000000000000e+00
4.170000000000000000e+02,2.035989219917012580e-02,1.633747360995853326e-02,0.000000000000000000e+00,8.811370431535271719e-02,0.000000000000000000e+00
4.180000000000000000e+02,2.018168643153526315e-02,1.336015435684634323e-02,0.000000000000000000e+00,8.649223585062235098e-02,0.000000000000000000e+00
4.190000000000000000e+02,2.000348136929460535e-02,1.373058892116179111e-02,0.000000000000000000e+00,9.089293066390032039e-02,0.000000000000000000e+00
4.200000000000000000e+02,1.982545311203319505e-02,1.755544348547723177e-02,0.000000000000000000e+00,1.001406731120333127e-01,0.000000000000000000e+00
4.210000000000000000e+02,2.018758344398352556e-02,2.136150639004157081e-02,0.000000000000000000e+00,1.060480095435685360e-01,0.000000000000000000e+00
4.220000000000000000e+02,2.515141497925299507e-02,2.437743844398332707e-02,0.000000000000000000e+00,1.078021516597510304e-01,0.000000000000000000e+00
4.230000000000000000e+02,2.666717062240666486e-02,2.624223908713689893e-02,0.000000000000000000e+00,1.091753995850622133e-01,0.000000000000000000e+00
4.240000000000000000e+02,2.556164170124481175e-02,2.709070029045643202e-02,0.000000000000000000e+00,1.091273692946058138e-01,0.000000000000000000e+00
4.250000000000000000e+02,2.659285858921162440e-02,2.732238672199170312e-02,0.000000000000000000e+00,1.067638887966805006e-01,0.000000000000000000e+00
4.260000000000000000e+02,2.851208136929456877e-02,2.743453456431534793e-02,0.000000000000000000e+00,1.037709493775934161e-01,0.000000000000000000e+00
4.270000000000000000e+02,2.817615676348546316e-02,2.824697684647304100e-02,0.000000000000000000e+00,1.034704390041493866e-01,0.000000000000000000e+00
4.280000000000000000e+02,2.720409692946055419e-02,2.960806516597516355e-02,0.000000000000000000e+00,1.041228294605809207e-01,0.000000000000000000e+00
4.290000000000000000e+02,2.863349618257258686e-02,3.140569265560163442e-02,0.000000000000000000e+00,1.027898244813278267e-01,0.000000000000000000e+00
4.300000000000000000e+02,3.011995105809127729e-02,3.335349417012446055e-02,0.000000000000000000e+00,1.007951775933610267e-01,0.000000000000000000e+00
4.310000000000000000e+02,2.799828224066391175e-02,3.526722838174273233e-02,0.000000000000000000e+00,9.948404406639003994e-02,0.000000000000000000e+00
4.320000000000000000e+02,2.584459684647298292e-02,3.662705178423236035e-02,0.000000000000000000e+00,9.860553950207469331e-02,0.000000000000000000e+00
4.330000000000000000e+02,2.775409531120323625e-02,3.654168481327801921e-02,0.000000000000000000e+00,9.860159348547718750e-02,0.000000000000000000e+00
4.340000000000000000e+02,2.960608663900413801e-02,3.613441132780082637e-02,0.000000000000000000e+00,9.785339103734434774e-02,0.000000000000000000e+00
4.350000000000000000e+02,2.835660364389232593e-02,3.611180273291925841e-02,0.000000000000000000e+00,9.464381020703931113e-02,0.000000000000000000e+00
4.360000000000000000e+02,2.741889400414936062e-02,3.667007292531117985e-02,0.000000000000000000e+00,9.158399273858924827e-02,0.000000000000000000e+00
4.370000000000000000e+02,2.876264682572615000e-02,3.820705072614108411e-02,0.000000000000000000e+00,9.019864831950206996e-02,0.000000000000000000e+00
4.380000000000000000e+02,2.977973597510373202e-02,3.974495387966806015e-02,0.000000000000000000e+00,9.093519894190874031e-02,0.000000000000000000e+00
4.390000000000000000e+02,2.928353739130435188e-02,4.075643118012421684e-02,0.000000000000000000e+00,9.434506043478259329e-02,0.000000000000000000e+00
4.400000000000000000e+02,2.925015663900413371e-02,4.216707759336096178e-02,0.000000000000000000e+00,9.675432543568462940e-02,0.000000000000000000e+00
4.410000000000000000e+02,3.034027468879668329e-02,4.430723614107884289e-02,0.000000000000000000e+00,9.628758091286307441e-02,0.000000000000000000e+00
4.420000000000000000e+02,3.079324547717841865e-02,4.675826946058091876e-02,0.000000000000000000e+00,9.282084858921160753e-02,0.000000000000000000e+00
4.430000000000000000e+02,3.020112180124225401e-02,4.927679122153202917e-02,0.000000000000000000e+00,8.669614351966890842e-02,0.000000000000000000e+00
4.440000000000000000e+02,3.035517319502075914e-02,5.107799340248964787e-02,0.000000000000000000e+00,8.220263153526964628e-02,0.000000000000000000e+00
4.450000000000000000e+02,3.140277902489629208e-02,5.211005975103736448e-02,0.000000000000000000e+00,8.088260400414935825e-02,0.000000000000000000e+00
4.460000000000000000e+02,3.115657280082983691e-02,5.351520423236519330e-02,0.000000000000000000e+00,8.262126078838183396e-02,0.000000000000000000e+00
4.470000000000000000e+02,2.978368443983403155e-02,5.548984435684646555e-02,0.000000000000000000e+00,8.665470228215765847e-02,0.000000000000000000e+00
